Position,Column Label,Answer Type,Important Text,Question Text,Group Text,Sub Question Text,Answer Text,Question ID,Group #,Sub Question #,Answer #,Report As,Answer Values...,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Q405_10,Multi-Punch-Item,Increased tension/fighting between state and the City,"Now, please think about the things you don't like about living here. Thinking specifically about Nashville and where you live, what has the most significant negative impact on your quality of life. What do you dislike the most about living and working her",,,Increased tension/fighting between state and the City,Q405,1,1,10,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Q405_11,Multi-Punch-Item,Lack of opportunities for youth / things for them to do,"Now, please think about the things you don't like about living here. Thinking specifically about Nashville and where you live, what has the most significant negative impact on your quality of life. What do you dislike the most about living and working her",,,Lack of opportunities for youth / things for them to do,Q405,1,1,11,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Q405_12,Multi-Punch-Item,Lack of community engagement,"Now, please think about the things you don't like about living here. Thinking specifically about Nashville and where you live, what has the most significant negative impact on your quality of life. What do you dislike the most about living and working her",,,Lack of community engagement,Q405,1,1,12,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Q405_13,Multi-Punch-Item,"Walkability (lack of or issues with sidewalks, crosswalks, trails)","Now, please think about the things you don't like about living here. Thinking specifically about Nashville and where you live, what has the most significant negative impact on your quality of life. What do you dislike the most about living and working her",,,"Walkability (lack of or issues with sidewalks, crosswalks, trails)",Q405,1,1,13,1,0 = No,1 = Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Q408,Single-Punch-Item,"Out of the three things you selected, which one has the greatest negative impact on you personally?","Out of the three things you selected, which one has the greatest negative impact on you personally?",,,,Q408,1,1,,,1 = High cost of living,2 = Lack of affordable housing/housing shortage/high cost of housing,3 = Poor quality of K-12 education for our children,4 = Traffic/congestion/it's hard to get around,5 = Lack of public transportation,6 = Increased crime/neighborhoods are less safe,7 = Homelessness,8 = Few/low paying jobs/economic opportunities,9 = Too much growth/Not being managed well,10 = Increased tension/fighting between state and the City,11 = Lack of opportunities for youth / things for them to do,12 = Lack of community engagement,"13 = Walkability (lack of or issues with sidewalks, crosswalks, trails)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Q410,Single-Punch-Item,"Now, please tell us why that is so important to you. Which of the following best explains why that has such a negative impact on your personally?","Now, please tell us why that is so important to you. Which of the following best explains why that has such a negative impact on your personally?",,,,Q410,1,1,,,1 = Can't make ends meet or provide for my family,2 = Can't get to things I need and want,3 = Children can't get the education they need,4 = Nothing gets done in the city,5 = Robs me of my voice—not being represented,"6 = Can't enjoy all the great amenities here (shopping, entertainment, etc.)",7 = Causes accidents and damage to car,8 = We are not taking care of the less fortunate,9 = Can't get the jobs and professional opportunities I need,10 = Leads to increased crime,11 = It hurts Nashville's' creative community,12 = Takes time away from being with family/friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Q410_PIPE,Single-Punch-Item,Test to pipe into future questions from Q410,Test to pipe into future questions from Q410,,,,Q410_PIPE,1,1,,,1 = you can't make ends meet to provide for your family,2 = you can't get to the things you need or want,3 = children can't get the education they need,4 = nothing gets done in the city,5 = your voice is not being heard or you are not being represented,6 = you can't enjoy the amenities here,7 = driving is so unsafe,8 = we aren't taking care of less fortunate,9 = you can't get the jobs and opportunities you need,10 = there is more crime,11 = Nashville's creative community is harmed,12 = it take time away from being with family/friends,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Q415,Single-Punch-Item,Now please carefully review the list below and select the thing that best describes how you feel when  that comes from .,Now please carefully review the list below and select the thing that best describes how you feel when  that comes from .,,,,Q415,1,1,,,1 = Less hope,2 = I can't pursue my dreams,3 = Can't live a good life here,4 = Pushed out or forced to leave here,5 = Worry and stress,6 = Frustration and anger,7 = Less caring and compassionate for others,"8 = I am not valued, needed, or included",9 = Less safe in my neighborhood/community,10 = Unhappy with life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Q415_PIPE,Single-Punch-Item,Test to pipe into questions from Q415,Test to pipe into questions from Q415,,,,Q415_PIPE,1,1,,,1 = feel less hope,2 = can't pursue my dreams,3 = can't live a good life here,4 = I am pushed or force to leave,5 = feel more worried or stressed,6 = feel frustration or anger,7 = feel less caring and compassionate for others,8 = don't feel valued or included,9 = feel less safe,10 = feel unhappy with life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Q420,Single-Punch-Item,"Now, let's put all these things together. You said,  has the biggest negative impact on your life here in Nashville because  and you .   When all those things happen, which of the following best describes what that takes from you.  In other words, it take","Now, let's put all these things together. You said,  has the biggest negative impact on your life here in Nashville because  and you .   When all those things happen, which of the following best describes what that takes from you.  In other words, it take",,,,Q420,1,1,,,1 = Sense of financial security,2 = Sense of personal accomplishment/fulfillment,3 = Sense of love for family,4 = Sense of belonging/I have a place here,5 = Sense of personal safety and security,6 = Sense of peace of mind,7 = Sense of personal enjoyment,8 = Sense of self-esteem/dignity,9 = Sense of pride,10 = Sense of freedom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Q500,Single-Punch-Item,"It is important to note that Nashville is one of the fastest growing areas in the nation.  There are both good things and bad things about growth.  Based on your own personal feelings, on balance, do you believe the growth in Nashville is making things be","It is important to note that Nashville is one of the fastest growing areas in the nation.  There are both good things and bad things about growth.  Based on your own personal feelings, on balance, do you believe the growth in Nashville is making things be",,,,Q500,1,1,,,1 = A lot worse,2 = A little worse,3 = Neither better nor worse,4 = A little better,5 = A lot better,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Q510,Single-Punch-Item,"Below are the opinions of hypothetical Nashville residents. Please indicate which opinion comes closest to your own. Is your opinion more like Person A, Person B or Person C?","Below are the opinions of hypothetical Nashville residents. Please indicate which opinion comes closest to your own. Is your opinion more like Person A, Person B or Person C?",,,,Q510,1,1,,,1 = Person A,2 = Person B,3 = Person C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Q510a,Single-Punch-Item,"And would that be ""exactly like""  or just ""somewhat""?","And would that be ""exactly like""  or just ""somewhat""?",,,,Q510a,1,1,,,1 = Exactly,2 = Somewhat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Q510_CODE,Single-Punch-Item,Q510_CODE,Q510_CODE,,,,Q510_CODE,1,1,,,1 = Exactly like Person A,2 = Somewhat like Person A,3 = Exactly like Person B,4 = Somewhat like Person B,5 = Exactly like Person C,6 = Somewhat like Person C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Q520_1,Single-Punch-Item,1st,"When it comes to growth in and around where you live, which three of the following best describe what you see as the key benefits of growth? Pick your top three positive benefits.",,1st,,Q520,1,1,,,1 = More jobs/economic opportunity,2 = More housing options,"3 = More restaurants, shopping, and entertainment",4 = Attracts new workforce talent to the city,5 = Increases the amount of money and taxes coming into the city to help pay for things,6 = More improvements in roads and infrastructure around the city,7 = As Nashville kids grow up they have opportunities and jobs in Nashville,8 = More diversity in the types of people and cultures living here,9 = Increases innovation and new ways of doing things,10 = Greater access to new opportunities and business ventures,11 = Better public transportation,12 = Increases property values,13 = Better funding for education due to increased tax revenue,14 = More creativity in the community,15 = More investment in green spaces and cultural opportunities,16 = New sports teams to support,17 = Being the music capital of the country,18 = None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Q520_2,Single-Punch-Item,2nd,"When it comes to growth in and around where you live, which three of the following best describe what you see as the key benefits of growth? Pick your top three positive benefits.",,2nd,,Q520,1,2,,,1 = More jobs/economic opportunity,2 = More housing options,"3 = More restaurants, shopping, and entertainment",4 = Attracts new workforce talent to the city,5 = Increases the amount of money and taxes coming into the city to help pay for things,6 = More improvements in roads and infrastructure around the city,7 = As Nashville kids grow up they have opportunities and jobs in Nashville,8 = More diversity in the types of people and cultures living here,9 = Increases innovation and new ways of doing things,10 = Greater access to new opportunities and business ventures,11 = Better public transportation,12 = Increases property values,13 = Better funding for education due to increased tax revenue,14 = More creativity in the community,15 = More investment in green spaces and cultural opportunities,16 = New sports teams to support,17 = Being the music capital of the country,18 = None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Q520_3,Single-Punch-Item,3rd,"When it comes to growth in and around where you live, which three of the following best describe what you see as the key benefits of growth? Pick your top three positive benefits.",,3rd,,Q520,1,3,,,1 = More jobs/economic opportunity,2 = More housing options,"3 = More restaurants, shopping, and entertainment",4 = Attracts new workforce talent to the city,5 = Increases the amount of money and taxes coming into the city to help pay for things,6 = More improvements in roads and infrastructure around the city,7 = As Nashville kids grow up they have opportunities and jobs in Nashville,8 = More diversity in the types of people and cultures living here,9 = Increases innovation and new ways of doing things,10 = Greater access to new opportunities and business ventures,11 = Better public transportation,12 = Increases property values,13 = Better funding for education due to increased tax revenue,14 = More creativity in the community,15 = More investment in green spaces and cultural opportunities,16 = New sports teams to support,17 = Being the music capital of the country,18 = None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Q525_1,Single-Punch-Item,1st,"Now, please consider negative consequences mentioned by others in the county. When it comes to growth in and around where you live, which three of the following best describe what you see as the worst consequences? Pick your top three worst consequences.",,1st,,Q525,1,1,,,1 = Loss of sense of community,2 = Growing traffic concerns,3 = Increased crime,4 = Too many people who aren't like me,5 = Just too many people–to crowded,6 = Lack of shared values,7 = Important groups and parts of the city are being left behind,8 = Lack of affordable housing,9 = Lack of local transit,10 = K-12 public schools are being left behind,11 = Too many tourists who are getting out of hand,12 = Local infrastructure not able to keep with the growth and starting to crumble,13 = No one wants to go Downtown & Broadway any more,14 = Neighborhoods in the core parts of the city being torn apart because of development,15 = None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Q525_2,Single-Punch-Item,2nd,"Now, please consider negative consequences mentioned by others in the county. When it comes to growth in and around where you live, which three of the following best describe what you see as the worst consequences? Pick your top three worst consequences.",,2nd,,Q525,1,2,,,1 = Loss of sense of community,2 = Growing traffic concerns,3 = Increased crime,4 = Too many people who aren't like me,5 = Just too many people–to crowded,6 = Lack of shared values,7 = Important groups and parts of the city are being left behind,8 = Lack of affordable housing,9 = Lack of local transit,10 = K-12 public schools are being left behind,11 = Too many tourists who are getting out of hand,12 = Local infrastructure not able to keep with the growth and starting to crumble,13 = No one wants to go Downtown & Broadway any more,14 = Neighborhoods in the core parts of the city being torn apart because of development,15 = None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Q525_3,Single-Punch-Item,3rd,"Now, please consider negative consequences mentioned by others in the county. When it comes to growth in and around where you live, which three of the following best describe what you see as the worst consequences? Pick your top three worst consequences.",,3rd,,Q525,1,3,,,1 = Loss of sense of community,2 = Growing traffic concerns,3 = Increased crime,4 = Too many people who aren't like me,5 = Just too many people–to crowded,6 = Lack of shared values,7 = Important groups and parts of the city are being left behind,8 = Lack of affordable housing,9 = Lack of local transit,10 = K-12 public schools are being left behind,11 = Too many tourists who are getting out of hand,12 = Local infrastructure not able to keep with the growth and starting to crumble,13 = No one wants to go Downtown & Broadway any more,14 = Neighborhoods in the core parts of the city being torn apart because of development,15 = None of the above,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Q530_A,Single-Punch-Item,There is too much focus on taking care of the tourists that visit here rather than the people that live here.,Here are a few statements about how things are here in Nashville.  For each please indicate your level of agreement or disagreement.,,There is too much focus on taking care of the tourists that visit here rather than the people that live here.,,Q530,1,A,,,1 = Strongly disagree,2 = Somewhat disagree,3 = Neither agree nor disagree,4 = Somewhat agree,5 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Q530_B,Single-Punch-Item,"There is a growing divide between the rich and the poor and the ""haves"" and ""have nots"" in Nashville.",Here are a few statements about how things are here in Nashville.  For each please indicate your level of agreement or disagreement.,,"There is a growing divide between the rich and the poor and the ""haves"" and ""have nots"" in Nashville.",,Q530,1,B,,,1 = Strongly disagree,2 = Somewhat disagree,3 = Neither agree nor disagree,4 = Somewhat agree,5 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Q530_C,Single-Punch-Item,Nashville is a very inclusive place where city services and opportunities are equally provided and available to all.,Here are a few statements about how things are here in Nashville.  For each please indicate your level of agreement or disagreement.,,Nashville is a very inclusive place where city services and opportunities are equally provided and available to all.,,Q530,1,C,,,1 = Strongly disagree,2 = Somewhat disagree,3 = Neither agree nor disagree,4 = Somewhat agree,5 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Q530_D,Single-Punch-Item,Downtown Nashville and Lower Broadway are getting out of control and no longer reflect the values or people of Nashville.,Here are a few statements about how things are here in Nashville.  For each please indicate your level of agreement or disagreement.,,Downtown Nashville and Lower Broadway are getting out of control and no longer reflect the values or people of Nashville.,,Q530,1,D,,,1 = Strongly disagree,2 = Somewhat disagree,3 = Neither agree nor disagree,4 = Somewhat agree,5 = Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
